180 90
-179 -177 -175 -173 -171 -169 -167 -165 -163 -161 -159 -157 -155 -153 -151 -149 -147 -145 -143 -141 -139 -137 -135 -133 -131 -129 -127 -125 -123 -121 -119 -117 -115 -113 -111 -109 -107 -105 -103 -101 -99 -97 -95 -93 -91 -89 -87 -85 -83 -81 -79 -77 -75 -73 -71 -69 -67 -65 -63 -61 -59 -57 -55 -53 -51 -49 -47 -45 -43 -41 -39 -37 -35 -33 -31 -29 -27 -25 -23 -21 -19 -17 -15 -13 -11 -9 -7 -5 -3 -1 1 3 5 7 9 11 13 15 17 19 21 23 25 27 29 31 33 35 37 39 41 43 45 47 49 51 53 55 57 59 61 63 65 67 69 71 73 75 77 79 81 83 85 87 89 91 93 95 97 99 101 103 105 107 109 111 113 115 117 119 121 123 125 127 129 131 133 135 137 139 141 143 145 147 149 151 153 155 157 159 161 163 165 167 169 171 173 175 177 179
0.0926278 0.0954297 0.0980562 0.100504 0.102878 0.105494 0.108363 0.111235 0.114007 0.116645 0.119119 0.121279 0.122859 0.124177 0.125258 0.126184 0.127031 0.127771 0.128329 0.128762 0.129219 0.129931 0.131003 0.130107 0.128565 0.131963 0.139073 0.143571 0.142861 0.139765 0.136579 0.133405 0.129521 0.123943 0.117381 0.110344 0.104064 0.0972011 0.0908017 0.0892008 0.0907222 0.0939561 0.0987467 0.105259 0.113796 0.124393 0.13591 0.147462 0.158376 0.168687 0.178051 0.184658 0.186732 0.185274 0.181633 0.17653 0.170648 0.164672 0.160532 0.159324 0.161611 0.168189 0.177235 0.185578 0.191484 0.189613 0.182633 0.173171 0.162587 0.152163 0.143515 0.137556 0.132175 0.127245 0.122525 0.117838 0.113109 0.108387 0.103781 0.099396 0.0953259 0.0916773 0.0885682 0.0860628 0.0842437 0.0830818 0.0824989 0.0824337 0.0829435 0.0840535 0.085445 0.0870679 0.0889089 0.0909522 0.0931766 0.0955421 0.0979777 0.10039 0.102715 0.104946 0.107089 0.109145 0.111119 0.112979 0.114772 0.116549 0.117931 0.119181 0.120685 0.122818 0.12547 0.128177 0.130718 0.133003 0.135506 0.138675 0.14153 0.1439 0.146108 0.148091 0.14989 0.151629 0.153142 0.15426 0.155104 0.155616 0.155633 0.15491 0.153296 0.151277 0.151298 0.152276 0.154161 0.157616 0.163401 0.171176 0.180421 0.191333 0.205258 0.219905 0.234294 0.246979 0.256998 0.263196 0.265102 0.263013 0.257203 0.248594 0.238842 0.229117 0.219869 0.21265 0.208175 0.207368 0.208371 0.208375 0.20542 0.198905 0.188675 0.176093 0.163605 0.152467 0.143453 0.137102 0.132046 0.128414 0.124768 0.120613 0.116323 0.11226 0.108608 0.105512 0.102972 0.10106 0.0998515 0.0993953 0.0988974 0.0983178 0.0976413 0.0968672
0.0933148 0.0962258 0.0989995 0.101613 0.104089 0.107105 0.11078 0.114379 0.117862 0.121189 0.124301 0.127068 0.129398 0.131412 0.133149 0.134732 0.136228 0.137555 0.138612 0.139441 0.140204 0.141316 0.143353 0.146108 0.149091 0.152902 0.157319 0.159844 0.15906 0.155643 0.153349 0.150285 0.146399 0.141468 0.135298 0.128029 0.12107 0.112645 0.105251 0.102629 0.103375 0.104836 0.10724 0.113825 0.122778 0.133469 0.145222 0.157275 0.169009 0.180051 0.189717 0.196694 0.198132 0.196693 0.192776 0.187074 0.180386 0.173815 0.169067 0.169189 0.172216 0.181117 0.191563 0.200328 0.20548 0.204016 0.196982 0.186905 0.175792 0.165215 0.155923 0.148371 0.141679 0.135463 0.129474 0.123685 0.117972 0.112314 0.106852 0.10172 0.0970282 0.0929011 0.0894137 0.0866238 0.0845648 0.0832147 0.0825159 0.082404 0.0828159 0.083995 0.0855282 0.0873196 0.0893592 0.0916398 0.0941607 0.0969011 0.0997763 0.102628 0.105343 0.107985 0.110569 0.113088 0.115529 0.117838 0.120009 0.122019 0.123798 0.125547 0.127652 0.130261 0.133263 0.136422 0.139522 0.142436 0.145474 0.148943 0.152474 0.155696 0.158771 0.16109 0.163201 0.165928 0.168333 0.170163 0.171651 0.172568 0.172971 0.172722 0.17117 0.169379 0.168767 0.168926 0.169946 0.17312 0.179293 0.187783 0.197213 0.208954 0.222882 0.237712 0.25261 0.265909 0.27669 0.283635 0.285328 0.282719 0.27585 0.265724 0.255386 0.245289 0.235307 0.2286 0.225207 0.226758 0.230854 0.23349 0.230933 0.224351 0.212214 0.196303 0.181206 0.1679 0.156048 0.148133 0.141208 0.13532 0.129847 0.124432 0.119117 0.114074 0.109516 0.105945 0.103246 0.101066 0.0992076 0.0985319 0.0981293 0.0976203 0.0969926 0.0962535
0.0941136 0.0972097 0.100232 0.103174 0.106103 0.10954 0.113627 0.117801 0.121946 0.12594 0.129677 0.133089 0.136155 0.138898 0.141319 0.14355 0.145804 0.147859 0.149451 0.15073 0.151738 0.152797 0.156059 0.163121 0.170723 0.174444 0.177052 0.17845 0.177528 0.175146 0.172211 0.168371 0.164498 0.159923 0.153352 0.14493 0.136152 0.127709 0.120871 0.117613 0.117622 0.117076 0.118055 0.123247 0.131742 0.142496 0.154562 0.167054 0.179479 0.191083 0.200772 0.207049 0.209286 0.208281 0.204028 0.197908 0.19067 0.183775 0.179706 0.180549 0.185502 0.195399 0.206613 0.215756 0.220292 0.218865 0.212012 0.201319 0.189584 0.178815 0.16866 0.15958 0.151464 0.143895 0.136684 0.129814 0.123116 0.116427 0.11004 0.1041 0.0987266 0.0940224 0.0901004 0.0869897 0.084693 0.0831749 0.0823786 0.0822354 0.0826737 0.0838496 0.0855183 0.0874814 0.0897212 0.0922279 0.0950329 0.0981736 0.101516 0.104848 0.107942 0.111014 0.114043 0.117009 0.119889 0.122651 0.125241 0.127579 0.129698 0.131779 0.134451 0.137572 0.141027 0.144715 0.148489 0.151812 0.155086 0.1588 0.162838 0.167022 0.171071 0.174458 0.177429 0.180682 0.183603 0.185992 0.18791 0.189324 0.190239 0.190768 0.189255 0.187704 0.186876 0.185996 0.185882 0.188323 0.194732 0.203212 0.213353 0.22591 0.240904 0.256392 0.271401 0.285087 0.296579 0.304896 0.305494 0.302494 0.29497 0.284735 0.273465 0.261491 0.250001 0.244309 0.24276 0.246606 0.253968 0.259327 0.25902 0.252618 0.239549 0.221879 0.203873 0.187451 0.173028 0.161489 0.151936 0.143686 0.136233 0.129259 0.122683 0.116567 0.110986 0.106867 0.10383 0.101317 0.0991701 0.0976995 0.0973985 0.0969576 0.0963637 0.0956381
0.0950158 0.0983625 0.101721 0.105119 0.108659 0.112537 0.116824 0.121473 0.126296 0.130969 0.135339 0.139401 0.143175 0.146653 0.149829 0.152792 0.155729 0.158568 0.160698 0.162735 0.164489 0.165812 0.169205 0.180039 0.189753 0.193853 0.196018 0.197315 0.197256 0.195751 0.192671 0.188598 0.184213 0.179185 0.171899 0.16166 0.151265 0.142572 0.135247 0.131317 0.129558 0.1281 0.128282 0.132433 0.140839 0.151694 0.163946 0.176652 0.189788 0.201848 0.211882 0.217523 0.220015 0.219174 0.215 0.208716 0.200869 0.193803 0.190682 0.192249 0.19927 0.210453 0.222458 0.232643 0.237174 0.234901 0.227722 0.216459 0.20429 0.192439 0.181187 0.170725 0.161432 0.152497 0.144006 0.136009 0.128276 0.120671 0.113327 0.106521 0.100409 0.0950135 0.0905884 0.0871451 0.0846145 0.0829443 0.0820737 0.081923 0.0824075 0.0836286 0.0854272 0.0875699 0.0900289 0.0927725 0.0957838 0.0993997 0.103148 0.106867 0.110477 0.114016 0.117496 0.120902 0.124218 0.127437 0.130527 0.133225 0.135702 0.138256 0.141253 0.144703 0.1486 0.152767 0.156921 0.160636 0.164189 0.168269 0.17283 0.177906 0.1833 0.188017 0.191903 0.19552 0.198714 0.201536 0.20386 0.205673 0.206695 0.206958 0.206243 0.204862 0.203821 0.20322 0.203364 0.205369 0.210175 0.218666 0.229566 0.243116 0.259199 0.275293 0.290253 0.304035 0.31571 0.323168 0.324538 0.320977 0.313328 0.303273 0.291551 0.277558 0.266022 0.260478 0.259351 0.266131 0.278922 0.288383 0.290314 0.284579 0.270653 0.250933 0.229472 0.208878 0.190827 0.176067 0.163813 0.153236 0.14375 0.135063 0.127048 0.119837 0.113567 0.108565 0.104727 0.101721 0.0992921 0.0971435 0.0967284 0.0963492 0.0957619 0.0950175
0.0959863 0.0996248 0.10336 0.107226 0.11129 0.115615 0.120192 0.125312 0.130966 0.136322 0.141265 0.145949 0.150458 0.154725 0.158687 0.162392 0.165908 0.169154 0.172032 0.17496 0.178422 0.18279 0.189177 0.197844 0.205791 0.211147 0.214303 0.216361 0.217324 0.216543 0.213691 0.209545 0.204493 0.198184 0.189453 0.178273 0.166955 0.157364 0.149776 0.144195 0.140269 0.137881 0.137654 0.141363 0.150089 0.160987 0.17337 0.186613 0.200006 0.212074 0.221462 0.227661 0.230538 0.22955 0.225559 0.219074 0.210813 0.20309 0.200881 0.20233 0.211453 0.224689 0.237529 0.248479 0.253334 0.250204 0.242322 0.231029 0.218324 0.205681 0.193812 0.182474 0.171741 0.161253 0.151367 0.142357 0.13365 0.125127 0.11689 0.109183 0.10215 0.0958946 0.0908857 0.0871252 0.0843459 0.0825282 0.0816097 0.081481 0.0820342 0.0833384 0.0852638 0.0875956 0.0903158 0.0934014 0.0968587 0.100748 0.104834 0.108945 0.113007 0.117001 0.120922 0.124755 0.12847 0.132077 0.135593 0.138705 0.141639 0.144668 0.147954 0.151572 0.155952 0.160575 0.164958 0.169046 0.173141 0.177664 0.182562 0.188351 0.195132 0.201092 0.2053 0.209653 0.21305 0.21639 0.219177 0.22126 0.222431 0.22252 0.222076 0.220474 0.219627 0.220076 0.220869 0.222872 0.226722 0.2348 0.246103 0.260636 0.277172 0.293781 0.309004 0.322843 0.334972 0.34284 0.343301 0.339254 0.330426 0.31895 0.30628 0.292123 0.281415 0.277453 0.279484 0.289705 0.30614 0.320992 0.324058 0.320707 0.304766 0.281366 0.255963 0.23077 0.208608 0.191443 0.176697 0.163936 0.152304 0.141792 0.13219 0.123636 0.116343 0.110335 0.105629 0.102066 0.0994092 0.0972563 0.096134 0.0958085 0.095176 0.0943666
0.0969773 0.100924 0.105043 0.109367 0.113941 0.1188 0.12398 0.129726 0.136014 0.142007 0.14733 0.152594 0.157938 0.163092 0.167837 0.17226 0.176468 0.180334 0.183763 0.187355 0.192718 0.200518 0.209103 0.216646 0.223195 0.228899 0.233067 0.236036 0.237649 0.237222 0.234756 0.230482 0.224719 0.217374 0.207535 0.194432 0.181597 0.171291 0.163241 0.156298 0.150474 0.147018 0.146922 0.151072 0.159295 0.170207 0.182622 0.195949 0.209509 0.2216 0.230635 0.237046 0.24018 0.239602 0.235923 0.229058 0.220671 0.21403 0.211483 0.21435 0.22351 0.236677 0.250152 0.261357 0.267256 0.265264 0.256761 0.244976 0.231884 0.218661 0.206479 0.194397 0.182406 0.17042 0.159058 0.149094 0.139338 0.129824 0.120676 0.112063 0.104097 0.0968448 0.0912763 0.0870503 0.0839187 0.0819446 0.0810179 0.0809492 0.0815909 0.0830002 0.0850346 0.0875478 0.0905611 0.0940524 0.0979525 0.10218 0.106603 0.111093 0.11557 0.119988 0.12432 0.128556 0.132614 0.136503 0.140268 0.143859 0.147351 0.150798 0.154413 0.158467 0.163149 0.168249 0.172833 0.177167 0.181818 0.186914 0.192433 0.198572 0.205235 0.211379 0.216573 0.221505 0.226005 0.230157 0.233702 0.236085 0.237447 0.236811 0.235542 0.234248 0.233966 0.235183 0.237447 0.240525 0.244213 0.251377 0.262444 0.277812 0.294601 0.311963 0.328225 0.342512 0.354166 0.361111 0.361289 0.35611 0.345849 0.331966 0.317995 0.305278 0.295933 0.294864 0.300046 0.313738 0.332954 0.349225 0.35687 0.355012 0.338427 0.312654 0.283999 0.254613 0.22784 0.209004 0.191387 0.17616 0.162164 0.149412 0.137889 0.12776 0.119034 0.111836 0.106205 0.102052 0.0992247 0.0972933 0.0956727 0.0953294 0.0945454 0.0936238
0.0979376 0.102192 0.106687 0.111456 0.116538 0.121973 0.127821 0.134165 0.140961 0.147567 0.153228 0.159096 0.165534 0.171765 0.17723 0.182369 0.18753 0.192404 0.196395 0.19975 0.206167 0.2177 0.229309 0.235346 0.241298 0.247304 0.252656 0.256491 0.258217 0.258032 0.255738 0.251365 0.244678 0.235545 0.223762 0.20968 0.195703 0.184152 0.174914 0.166783 0.15959 0.154786 0.15467 0.159589 0.168109 0.179342 0.191538 0.204303 0.217334 0.229234 0.239101 0.245621 0.248749 0.248612 0.245133 0.238304 0.230124 0.2233 0.220486 0.224728 0.234134 0.24735 0.261522 0.273936 0.282522 0.280969 0.270803 0.258346 0.2453 0.231962 0.218958 0.206169 0.19326 0.180242 0.167816 0.156257 0.145262 0.134669 0.124543 0.115055 0.106333 0.098568 0.0921067 0.0870053 0.083322 0.0812232 0.0803703 0.0803997 0.0811394 0.0826554 0.0847586 0.0874037 0.0907257 0.0946651 0.0990146 0.103635 0.108426 0.113296 0.118171 0.122984 0.127685 0.132243 0.136607 0.140784 0.144827 0.148784 0.152746 0.156525 0.160433 0.164833 0.169776 0.175039 0.179969 0.184721 0.189925 0.195663 0.201662 0.207865 0.214263 0.220481 0.226314 0.232137 0.237706 0.242769 0.247262 0.249722 0.250541 0.249613 0.248089 0.24713 0.247413 0.249261 0.252304 0.256102 0.259867 0.267368 0.279937 0.295491 0.312442 0.330594 0.347784 0.36204 0.373355 0.379483 0.378987 0.373505 0.36179 0.345894 0.330731 0.319919 0.31319 0.313382 0.319663 0.337131 0.360846 0.380214 0.390214 0.388175 0.371833 0.345329 0.314412 0.28278 0.25391 0.229712 0.208592 0.189837 0.172945 0.157648 0.143916 0.131861 0.121459 0.11289 0.10622 0.101406 0.0982814 0.0965328 0.0957676 0.0947543 0.0936849 0.0926864
0.0988212 0.10337 0.108223 0.113415 0.118981 0.124955 0.131362 0.138191 0.145301 0.152306 0.158976 0.16573 0.173123 0.180588 0.186598 0.192558 0.199077 0.205509 0.210789 0.215035 0.222166 0.234159 0.244852 0.252449 0.258828 0.265195 0.271631 0.276627 0.278033 0.278141 0.276155 0.271721 0.264222 0.253066 0.239162 0.224142 0.209065 0.19578 0.185405 0.176359 0.167676 0.161639 0.161566 0.167566 0.176862 0.188219 0.199913 0.21203 0.224363 0.235962 0.245931 0.252949 0.256806 0.256612 0.252999 0.246479 0.238463 0.231811 0.228568 0.233973 0.242978 0.256951 0.27174 0.284597 0.293916 0.293005 0.283275 0.270984 0.25775 0.244189 0.230691 0.217336 0.20371 0.189756 0.176236 0.16337 0.151151 0.139464 0.128367 0.118044 0.10863 0.100257 0.0930355 0.0869975 0.0824713 0.0805121 0.0798234 0.0799398 0.0807594 0.0823855 0.0845249 0.0871597 0.0908335 0.0953167 0.100119 0.105131 0.110291 0.115535 0.120799 0.125999 0.13104 0.135901 0.140539 0.144967 0.149246 0.153444 0.15761 0.16173 0.165926 0.170605 0.175792 0.181143 0.186474 0.191837 0.197555 0.203733 0.210102 0.216416 0.222795 0.229258 0.235291 0.24194 0.248259 0.254005 0.258827 0.262073 0.263123 0.261635 0.259831 0.259758 0.260627 0.262581 0.265703 0.269621 0.274644 0.283022 0.297387 0.313765 0.331468 0.349368 0.366216 0.380391 0.391377 0.397049 0.396218 0.390382 0.378754 0.363663 0.348484 0.335854 0.329181 0.332472 0.343396 0.363836 0.389967 0.412958 0.425874 0.426476 0.407385 0.37836 0.345016 0.310894 0.279129 0.251026 0.226198 0.20408 0.184186 0.166218 0.15005 0.135814 0.123512 0.113405 0.105573 0.0999741 0.096271 0.0940455 0.0934209 0.0931721 0.0923502 0.0914769
0.099589 0.104412 0.109598 0.115183 0.121201 0.12767 0.134589 0.141906 0.149491 0.157149 0.164783 0.172512 0.180416 0.188199 0.195567 0.203006 0.210984 0.219145 0.226664 0.233633 0.241739 0.251471 0.260886 0.268629 0.275037 0.281431 0.288024 0.29304 0.295575 0.296877 0.295304 0.290627 0.282929 0.270472 0.254665 0.238233 0.22191 0.20719 0.195213 0.183932 0.173953 0.168349 0.168722 0.174592 0.184358 0.195985 0.20733 0.218982 0.230639 0.241849 0.251701 0.258957 0.263182 0.263391 0.260429 0.253737 0.2459 0.240377 0.239006 0.243382 0.252686 0.265828 0.280338 0.292947 0.300789 0.300986 0.293497 0.281851 0.268824 0.25521 0.24142 0.227522 0.213257 0.198656 0.184126 0.170135 0.156782 0.14404 0.132024 0.120896 0.110827 0.101886 0.0941173 0.0875502 0.0825244 0.0804038 0.0795916 0.0796603 0.0805124 0.0823008 0.0845926 0.0872731 0.0913053 0.0962047 0.10135 0.106694 0.112191 0.11779 0.123422 0.128995 0.134408 0.139582 0.144463 0.149086 0.153537 0.157907 0.162277 0.166707 0.171241 0.176162 0.181485 0.18699 0.192656 0.198474 0.204583 0.21102 0.217694 0.22445 0.231237 0.23798 0.244558 0.251129 0.257701 0.264048 0.269352 0.273047 0.275089 0.272812 0.271448 0.271666 0.273222 0.275866 0.279384 0.283688 0.290606 0.301182 0.315527 0.332495 0.35066 0.36807 0.384102 0.397867 0.40814 0.41332 0.413167 0.407401 0.396315 0.381476 0.365997 0.353151 0.347226 0.351108 0.364168 0.388562 0.417066 0.44244 0.459393 0.462718 0.441279 0.410407 0.374611 0.33723 0.302703 0.271641 0.243561 0.218416 0.195637 0.175035 0.156343 0.139655 0.125227 0.113494 0.1044 0.097993 0.0934987 0.0909965 0.0912407 0.0911416 0.0906745 0.0900467
0.100212 0.10528 0.110768 0.116717 0.123156 0.1301 0.137532 0.145396 0.153592 0.161997 0.170513 0.179071 0.187582 0.195946 0.20425 0.212963 0.222657 0.233194 0.243259 0.251926 0.260199 0.268731 0.277249 0.284477 0.290649 0.296716 0.302522 0.307067 0.310315 0.312271 0.311092 0.307027 0.301088 0.286726 0.269074 0.251279 0.234087 0.218903 0.204596 0.190011 0.177701 0.172817 0.174063 0.180371 0.190408 0.201821 0.213494 0.224814 0.235916 0.246854 0.256932 0.263964 0.26796 0.268562 0.265873 0.259592 0.251898 0.247549 0.246658 0.251079 0.260218 0.273147 0.288107 0.30089 0.308476 0.310064 0.302862 0.29128 0.278768 0.265319 0.251333 0.237083 0.2224 0.20714 0.191598 0.176596 0.162167 0.148379 0.135465 0.123537 0.112882 0.103442 0.0953243 0.0886869 0.0838092 0.0809423 0.0796603 0.0795426 0.0803878 0.0824281 0.0850775 0.0883485 0.0924968 0.0974017 0.102725 0.108318 0.114109 0.120039 0.126028 0.131984 0.137798 0.14331 0.148389 0.153149 0.157726 0.162211 0.16676 0.171531 0.176447 0.181579 0.18697 0.192617 0.198517 0.204604 0.211023 0.217664 0.224706 0.231904 0.239098 0.246232 0.253046 0.259448 0.265971 0.272864 0.278352 0.281271 0.282308 0.28154 0.281162 0.28245 0.2852 0.289133 0.293843 0.299329 0.307612 0.318976 0.333727 0.352144 0.370551 0.387259 0.402165 0.415117 0.425011 0.430044 0.430313 0.425131 0.414714 0.400118 0.383354 0.369677 0.364415 0.368884 0.383865 0.411729 0.443272 0.471591 0.489964 0.490459 0.47162 0.440804 0.403589 0.363208 0.326442 0.29223 0.260965 0.2331 0.207344 0.184322 0.163076 0.143812 0.126834 0.11386 0.103131 0.0963199 0.0913149 0.0891414 0.0892665 0.0892113 0.0889424 0.0885283
0.10067 0.105951 0.111707 0.117987 0.124827 0.132237 0.1402 0.148663 0.157546 0.166757 0.176177 0.185613 0.194833 0.203775 0.212684 0.222111 0.233275 0.246871 0.260184 0.269172 0.277072 0.284627 0.292213 0.299165 0.305367 0.311101 0.316201 0.320089 0.323118 0.324431 0.322994 0.319041 0.311972 0.298126 0.280063 0.261259 0.242982 0.226926 0.211351 0.195237 0.182547 0.176514 0.177855 0.185133 0.195725 0.207027 0.218472 0.229356 0.239884 0.250564 0.260263 0.267564 0.272244 0.272725 0.270058 0.264434 0.258135 0.254049 0.253262 0.257631 0.266337 0.27903 0.294345 0.307513 0.314838 0.317085 0.311008 0.300561 0.288098 0.274481 0.260298 0.245954 0.231233 0.215319 0.199053 0.182968 0.1673 0.152409 0.138681 0.126129 0.114808 0.104827 0.0963715 0.0896272 0.0846373 0.081406 0.0797564 0.079452 0.0802971 0.082662 0.0856869 0.0893573 0.0937135 0.0987021 0.104164 0.109963 0.116005 0.122256 0.128592 0.134913 0.141147 0.147098 0.152251 0.157111 0.161811 0.166415 0.171103 0.176179 0.181371 0.186658 0.192161 0.197968 0.204067 0.210427 0.217061 0.223888 0.231218 0.238699 0.246152 0.253542 0.260549 0.267084 0.2738 0.280554 0.285512 0.287807 0.288422 0.288267 0.289018 0.29192 0.296364 0.30206 0.30872 0.316051 0.325534 0.337993 0.353716 0.372508 0.391177 0.406532 0.420043 0.432041 0.441829 0.447142 0.447493 0.442888 0.43357 0.418585 0.40048 0.38537 0.379723 0.384364 0.403231 0.433619 0.468088 0.500396 0.523838 0.522628 0.501469 0.470163 0.432565 0.392193 0.352654 0.315199 0.280706 0.249299 0.2205 0.194661 0.170897 0.149483 0.130574 0.116363 0.104835 0.0965742 0.0904719 0.0874524 0.0874799 0.0874418 0.0872879 0.0870302
0.100956 0.106411 0.112398 0.118978 0.126197 0.134075 0.14259 0.151689 0.161297 0.171355 0.181784 0.192292 0.202347 0.211812 0.221194 0.23079 0.241927 0.258776 0.274858 0.283552 0.291061 0.298467 0.305762 0.312673 0.318956 0.324443 0.329209 0.332912 0.335285 0.335605 0.333084 0.328031 0.319316 0.306076 0.287423 0.26731 0.247929 0.230494 0.214103 0.198897 0.186813 0.179363 0.18046 0.188761 0.199633 0.211464 0.222829 0.233072 0.243052 0.253391 0.262699 0.269878 0.274486 0.275601 0.273889 0.268528 0.262831 0.259274 0.258967 0.263234 0.271943 0.284208 0.298347 0.310946 0.319359 0.322127 0.318012 0.308731 0.296538 0.282656 0.26814 0.253841 0.238959 0.222816 0.206087 0.189131 0.172194 0.156018 0.141697 0.128539 0.116536 0.105924 0.0970533 0.0901636 0.0850428 0.0815659 0.079664 0.0792377 0.0801322 0.0828895 0.086242 0.0902158 0.0947927 0.0999389 0.105569 0.111579 0.117881 0.124423 0.131064 0.137683 0.144192 0.15038 0.155807 0.160893 0.16576 0.170532 0.175422 0.180579 0.185992 0.191318 0.196899 0.202871 0.209198 0.215803 0.222678 0.229795 0.237176 0.244712 0.252214 0.259615 0.266719 0.273533 0.280421 0.287286 0.292247 0.292829 0.292848 0.293183 0.29536 0.299881 0.306399 0.3141 0.322783 0.332421 0.343218 0.358252 0.375244 0.392896 0.409767 0.424464 0.437564 0.449498 0.459605 0.464897 0.465005 0.46036 0.450552 0.434967 0.416894 0.402541 0.395032 0.395576 0.418929 0.452943 0.489473 0.524316 0.552456 0.550219 0.528769 0.49791 0.460256 0.419394 0.37803 0.338131 0.300804 0.266303 0.234611 0.205774 0.179705 0.156531 0.136797 0.120671 0.107842 0.0979306 0.0902998 0.0858894 0.0858646 0.0858382 0.0857593 0.0856139
0.101076 0.106664 0.112839 0.119684 0.127264 0.135614 0.144712 0.15448 0.164821 0.175691 0.187208 0.199144 0.210264 0.220264 0.230493 0.241593 0.254129 0.269929 0.284137 0.294614 0.302926 0.310593 0.318145 0.325249 0.331719 0.337105 0.341432 0.344767 0.34669 0.346156 0.342705 0.336049 0.325291 0.31052 0.291312 0.270694 0.25059 0.232484 0.215912 0.201257 0.189872 0.18385 0.184892 0.191997 0.202625 0.214752 0.226157 0.235959 0.246054 0.256144 0.265112 0.272237 0.276527 0.277764 0.275867 0.271248 0.266115 0.263103 0.262584 0.267003 0.275732 0.287589 0.30163 0.314499 0.323958 0.328673 0.325067 0.316141 0.304175 0.290248 0.275574 0.260994 0.245769 0.229655 0.212801 0.195249 0.1773 0.160022 0.144869 0.130895 0.118126 0.106733 0.0973334 0.0904128 0.085159 0.081427 0.0792885 0.0787971 0.0799834 0.0830583 0.0866992 0.0909251 0.095711 0.101039 0.106861 0.113106 0.119691 0.126516 0.133438 0.140296 0.146946 0.153233 0.159046 0.164483 0.169501 0.17436 0.179337 0.184541 0.189947 0.195472 0.201179 0.207325 0.213827 0.220585 0.227645 0.234877 0.24221 0.249745 0.257074 0.264457 0.271581 0.278288 0.284952 0.291299 0.295326 0.295152 0.294523 0.295766 0.299426 0.306011 0.314903 0.325161 0.336287 0.3487 0.362892 0.379107 0.396002 0.412477 0.427532 0.441249 0.454403 0.46722 0.477859 0.482681 0.48183 0.47704 0.465752 0.449179 0.431418 0.417505 0.410585 0.415534 0.43739 0.470533 0.507425 0.541528 0.564159 0.566705 0.551207 0.522684 0.485685 0.444308 0.401195 0.359103 0.319536 0.282457 0.248001 0.216487 0.188181 0.163372 0.142306 0.124748 0.110528 0.0992364 0.0903192 0.0844605 0.0844102 0.084399 0.0843748 0.0843126
0.101056 0.106729 0.113045 0.120118 0.128038 0.13687 0.146613 0.157107 0.16823 0.179774 0.192266 0.205355 0.21761 0.22897 0.240897 0.253876 0.267971 0.282359 0.29494 0.30507 0.313699 0.321439 0.329694 0.337345 0.343959 0.349025 0.352568 0.355455 0.356962 0.355799 0.351142 0.343079 0.32949 0.312222 0.292535 0.272252 0.25237 0.23356 0.217097 0.202893 0.191456 0.187059 0.188509 0.194908 0.205065 0.216491 0.227599 0.23799 0.248887 0.259461 0.26878 0.275804 0.279638 0.280453 0.278067 0.273288 0.268844 0.266345 0.266534 0.270814 0.278957 0.290521 0.304505 0.317751 0.327953 0.333588 0.330945 0.322659 0.311012 0.297229 0.28255 0.267641 0.252258 0.236056 0.21922 0.201295 0.182555 0.164669 0.14821 0.133217 0.119739 0.107822 0.097998 0.0907913 0.0852025 0.0810894 0.0786061 0.0780853 0.0798212 0.0831758 0.0870688 0.0915025 0.0964677 0.101968 0.107987 0.114473 0.121341 0.128476 0.135718 0.142822 0.149633 0.156083 0.162115 0.167752 0.172905 0.177825 0.182839 0.188084 0.193528 0.199211 0.205151 0.211409 0.217968 0.224786 0.231829 0.238936 0.245958 0.25314 0.260129 0.267296 0.274465 0.281371 0.287811 0.29302 0.295939 0.295577 0.293983 0.296658 0.302039 0.310399 0.321934 0.335258 0.349091 0.364345 0.381217 0.399185 0.415328 0.43034 0.444537 0.45789 0.47069 0.482736 0.492647 0.496903 0.495627 0.489977 0.478107 0.461526 0.444387 0.430464 0.423032 0.43145 0.453794 0.485946 0.522946 0.557741 0.579226 0.583601 0.571306 0.544834 0.508915 0.467192 0.422232 0.377885 0.336912 0.297426 0.260239 0.226094 0.195604 0.169133 0.146673 0.12786 0.112473 0.100096 0.0901993 0.0831714 0.0831159 0.0831244 0.083144 0.083145
